epoch,train_mse,test_mse,train_acc,test_acc
1,0.2357060123912295,0.2232841614664956,0.6331360946745562,0.6620370370370371
2,0.23036966781506216,0.2273014048991307,0.6331360946745562,0.6342592592592593
3,0.22684586923563885,0.22275954152753788,0.6331360946745562,0.6620370370370371
4,0.22548319056161759,0.22117130697720302,0.650887573964497,0.6736111111111112
5,0.22416461381708183,0.22040171681940082,0.6449704142011834,0.6712962962962963
6,0.22132912529831378,0.22350242360676129,0.6745562130177515,0.6550925925925926
7,0.21911604287368272,0.22234587491367291,0.6863905325443787,0.6620370370370371
8,0.2169844492717223,0.22133549232211522,0.6863905325443787,0.6574074074074074
9,0.2156334039087015,0.22281665447714502,0.6627218934911243,0.6296296296296297
10,0.2132231699732234,0.22196748053535223,0.6568047337278107,0.6273148148148148
11,0.21348427522999008,0.21416665532166246,0.6568047337278107,0.6666666666666666
12,0.2065489642802452,0.2134620727837509,0.6923076923076923,0.6527777777777778
13,0.20281391805066973,0.21074900763633975,0.7041420118343196,0.6504629629629629
14,0.1984765592398326,0.21106953684020965,0.6982248520710059,0.6481481481481481
15,0.19281256437207028,0.20282019665081255,0.7159763313609467,0.6597222222222222
16,0.18694711036185638,0.19939056944839675,0.7100591715976331,0.6759259259259259
17,0.18112482723141207,0.19303317149765847,0.7218934911242604,0.6759259259259259
18,0.1754183494397457,0.19350813226273045,0.727810650887574,0.6805555555555556
19,0.1672392873426447,0.18484251782287034,0.727810650887574,0.6921296296296297
20,0.16120653690412737,0.17759670846470238,0.7396449704142012,0.6990740740740741
21,0.15381144093705965,0.17462595758424437,0.8106508875739645,0.7615740740740741
22,0.14691706475208752,0.16689166999116142,0.8165680473372781,0.7638888888888888
23,0.1402091440529137,0.1613517364242069,0.834319526627219,0.7847222222222222
24,0.13353634941612944,0.15390636269228128,0.8402366863905325,0.7962962962962963
25,0.1282169506403513,0.1531093243483027,0.8698224852071006,0.8125
26,0.12157282969615837,0.14189296558117329,0.8698224852071006,0.8148148148148148
27,0.11464324615006811,0.13923252921460175,0.8816568047337278,0.8425925925925926
