epoch,train_mse,test_mse,train_acc,test_acc
1,0.2402354431457594,0.25833236096892903,0.5806451612903226,0.5231481481481481
2,0.21428687239071317,0.24027081057010183,0.7016129032258065,0.5879629629629629
3,0.19615753961529256,0.22732331542440248,0.7338709677419355,0.6273148148148148
4,0.17893680389384004,0.21362805486667066,0.7741935483870968,0.6759259259259259
5,0.16646295487874013,0.20440330220668623,0.8145161290322581,0.6990740740740741
6,0.1564489501805987,0.19845639300468232,0.8225806451612904,0.7083333333333334
7,0.14938683584830406,0.19191369478721043,0.8225806451612904,0.7152777777777778
8,0.1455858950846008,0.19437432832796245,0.8306451612903226,0.7152777777777778
9,0.1390844919106959,0.18643233489914124,0.8387096774193549,0.7245370370370371
10,0.136335516126182,0.18363956935669598,0.8548387096774194,0.7384259259259259
11,0.1325027300516344,0.18225877322770753,0.8467741935483871,0.7407407407407407
12,0.1303818168282883,0.18660533574820462,0.8467741935483871,0.7361111111111112
13,0.1278625562616338,0.18243318613832604,0.8548387096774194,0.7476851851851852
14,0.12657518735657455,0.1795667175795314,0.8548387096774194,0.7476851851851852
15,0.1252529259718742,0.1840427686664776,0.8548387096774194,0.7453703703703703
16,0.12257844466502514,0.1788962626063713,0.8629032258064516,0.7569444444444444
17,0.12454139069116213,0.18649997296516527,0.8548387096774194,0.7523148148148148
18,0.12021540503982153,0.1763109647164185,0.8629032258064516,0.7523148148148148
19,0.11863191560257548,0.17590850202631247,0.8629032258064516,0.75
20,0.1173186226016688,0.1740457691264874,0.8629032258064516,0.7615740740740741
21,0.11609698180751611,0.17376889062009201,0.8548387096774194,0.75
22,0.11455245065320098,0.17248552534974057,0.8548387096774194,0.7453703703703703
23,0.11318187383297725,0.16564287312579626,0.8629032258064516,0.7569444444444444
24,0.11195293505156143,0.17010414651223157,0.8548387096774194,0.7476851851851852
25,0.10983636816831657,0.16754811320845175,0.8629032258064516,0.7523148148148148
26,0.10683775452600609,0.16113005440570466,0.8629032258064516,0.7569444444444444
27,0.10453368271012803,0.1582712561067983,0.8709677419354839,0.7592592592592593
28,0.10312298265717332,0.15824306413018369,0.8548387096774194,0.7523148148148148
29,0.1013724394367876,0.15072504350149718,0.8790322580645161,0.7731481481481481
30,0.0964600929019497,0.1457486151332698,0.8790322580645161,0.7708333333333334
31,0.09307194071349775,0.14162728963472337,0.8548387096774194,0.7685185185185185
32,0.08946679826440668,0.13541379858857236,0.8629032258064516,0.7893518518518519
33,0.08548351878248653,0.12971693082404365,0.8709677419354839,0.7986111111111112
34,0.08106465670950216,0.12339792120031373,0.8951612903225806,0.8171296296296297
