epoch,train_mse,test_mse,train_acc,test_acc
1,0.27875241431163555,0.2834636334787709,0.36885245901639346,0.36574074074074076
2,0.25820291128749173,0.2616742569709203,0.4426229508196721,0.4166666666666667
3,0.24647440393957026,0.2494929839946084,0.5409836065573771,0.5
4,0.23743934940599745,0.24073560948193393,0.6311475409836066,0.6064814814814815
5,0.2294743168578185,0.2329672432678487,0.6557377049180327,0.6388888888888888
6,0.22000196135541505,0.22367414960378684,0.6639344262295082,0.6643518518518519
7,0.20835456492825005,0.21313008616638765,0.7131147540983607,0.7060185185185185
8,0.19636989321971837,0.20110157704266818,0.7540983606557377,0.7453703703703703
9,0.18272431020592753,0.18659150884624043,0.7868852459016393,0.7800925925925926
10,0.16665764233649974,0.17150898193527342,0.8278688524590164,0.8194444444444444
11,0.14989989466084125,0.1538828311903959,0.8442622950819673,0.8449074074074074
12,0.13363454101996367,0.13568530688158797,0.8852459016393442,0.8981481481481481
13,0.1184988041328675,0.11884733321396873,0.9180327868852459,0.9444444444444444
14,0.10408227120960106,0.1033477262303706,0.9344262295081968,0.9583333333333334
15,0.09328099000411158,0.0896071653820259,0.9344262295081968,0.9722222222222222
16,0.08530483080110988,0.07953178955339844,0.9344262295081968,0.9722222222222222
17,0.079012703291382,0.0735458963219019,0.9344262295081968,0.9722222222222222
18,0.07411365919086758,0.06529931704008261,0.9344262295081968,0.9722222222222222
19,0.07070225636162392,0.06097701753817743,0.9344262295081968,0.9722222222222222
20,0.06798539330086978,0.05815841808569154,0.9344262295081968,0.9722222222222222
21,0.06578790587189101,0.0545582761125945,0.9344262295081968,0.9722222222222222
22,0.06409995297954527,0.05454986212866872,0.9344262295081968,0.9722222222222222
23,0.0625623876951178,0.0516226054185902,0.9344262295081968,0.9722222222222222
24,0.06136216658470457,0.05083290351081402,0.9344262295081968,0.9722222222222222
25,0.060296824458762784,0.05005674198271821,0.9344262295081968,0.9722222222222222
26,0.059461403031707376,0.04728042219975569,0.9344262295081968,0.9722222222222222
27,0.05861645648335301,0.04773859725596453,0.9344262295081968,0.9722222222222222
28,0.057919521785179395,0.048428348782671896,0.9344262295081968,0.9722222222222222
29,0.057256959333344716,0.046050013959196306,0.9344262295081968,0.9722222222222222
30,0.0566483620700831,0.04627400321049841,0.9344262295081968,0.9722222222222222
31,0.05619985747983978,0.04493888868998529,0.9344262295081968,0.9722222222222222
32,0.05569385931094377,0.04461024712275639,0.9344262295081968,0.9722222222222222
33,0.05520181570610195,0.04446562090425716,0.9344262295081968,0.9722222222222222
34,0.054783431733739035,0.04493139675236414,0.9344262295081968,0.9722222222222222
35,0.05438282748309463,0.045039472413257266,0.9344262295081968,0.9722222222222222
36,0.05399893556336943,0.04431875929941576,0.9344262295081968,0.9722222222222222
37,0.05361608694050792,0.044139689973999766,0.9344262295081968,0.9699074074074074
38,0.053298791109942935,0.04493672549646342,0.9426229508196722,0.9652777777777778
39,0.05299413500264306,0.04485591544306074,0.9426229508196722,0.9652777777777778
40,0.05271618643832216,0.04422415276492416,0.9426229508196722,0.9652777777777778
41,0.05239919092246123,0.043934306722147855,0.9426229508196722,0.9652777777777778
42,0.05211735199949759,0.04408399696462731,0.9426229508196722,0.9652777777777778
43,0.05186104237518116,0.043936658377264064,0.9426229508196722,0.9652777777777778
44,0.05163834136783269,0.0441943563999263,0.9426229508196722,0.9629629629629629
45,0.05144187893186366,0.043974566038719014,0.9426229508196722,0.9629629629629629
46,0.05121354841466823,0.045147597994059076,0.9426229508196722,0.9629629629629629
47,0.050994870466823085,0.04346703077646182,0.9426229508196722,0.9629629629629629
48,0.050755983636140714,0.04419917008584236,0.9426229508196722,0.9629629629629629
49,0.05055849510285685,0.04389608664240937,0.9426229508196722,0.9629629629629629
50,0.050466506576857806,0.042704158135693074,0.9426229508196722,0.9629629629629629
51,0.05032917554232648,0.04227826401552798,0.9426229508196722,0.9652777777777778
52,0.050020113835512484,0.046170898778196724,0.9426229508196722,0.9606481481481481
53,0.04982339109687618,0.04341466073647387,0.9426229508196722,0.9629629629629629
54,0.0496256716213232,0.044464906937036676,0.9426229508196722,0.9606481481481481
55,0.04959928645836857,0.04229773549812885,0.9426229508196722,0.9629629629629629
56,0.0494101028638749,0.046445065340597357,0.9508196721311475,0.9583333333333334
57,0.04915271568999207,0.04393696311121117,0.9426229508196722,0.9606481481481481
58,0.049025445381633045,0.043578679895653324,0.9426229508196722,0.9606481481481481
59,0.04895236218113488,0.04285878715152035,0.9426229508196722,0.9629629629629629
60,0.048871988687690236,0.04217699657427162,0.9426229508196722,0.9629629629629629
61,0.048553434640553575,0.04500477367980197,0.9426229508196722,0.9606481481481481
62,0.048554867424559056,0.042572612658513836,0.9426229508196722,0.9629629629629629
63,0.04841574841330336,0.04270934081745419,0.9426229508196722,0.9629629629629629
64,0.0482341291985566,0.04629967996174394,0.9508196721311475,0.9583333333333334
65,0.04802516617829475,0.045188501151379054,0.9508196721311475,0.9583333333333334
66,0.04789813147412399,0.04441663022375851,0.9426229508196722,0.9606481481481481
67,0.047820640960205434,0.04377567259942356,0.9426229508196722,0.9606481481481481
68,0.047680504286330576,0.04605555584487578,0.9508196721311475,0.9560185185185185
69,0.047552970142752185,0.04591450098683193,0.9508196721311475,0.9583333333333334
70,0.04737146475884629,0.044858557789975155,0.9508196721311475,0.9560185185185185
71,0.04757818746693234,0.04196597696286267,0.9426229508196722,0.9606481481481481
72,0.047251202991913974,0.0470531239420276,0.9508196721311475,0.9560185185185185
73,0.047070631596095966,0.04463170934405289,0.9426229508196722,0.9583333333333334
74,0.04743122723930431,0.041494990850762914,0.9426229508196722,0.9606481481481481
75,0.0468577826745338,0.046474996176581754,0.9508196721311475,0.9560185185185185
76,0.046969943348287316,0.04264252259334634,0.9426229508196722,0.9606481481481481
77,0.046747994394662276,0.046760909444643735,0.9508196721311475,0.9560185185185185
78,0.04655562144722979,0.04473846779926948,0.9508196721311475,0.9560185185185185
79,0.04660157168493603,0.043206753644030906,0.9426229508196722,0.9606481481481481
80,0.04640175156793545,0.04464175399245326,0.9508196721311475,0.9583333333333334
81,0.04630120776373924,0.04443409610063495,0.9508196721311475,0.9560185185185185
82,0.046352232881810694,0.04748053619378287,0.9508196721311475,0.9560185185185185
83,0.04636173628634102,0.04249251372969706,0.9426229508196722,0.9606481481481481
84,0.04615507586637334,0.047095447730915514,0.9508196721311475,0.9560185185185185
85,0.04607095920310064,0.04337794594897176,0.9426229508196722,0.9583333333333334
86,0.04605160246109839,0.04325567518398226,0.9426229508196722,0.9583333333333334
87,0.04588288671091779,0.04374038062798692,0.9426229508196722,0.9583333333333334
88,0.045705886793975116,0.04507181362488616,0.9508196721311475,0.9560185185185185
89,0.04566082728522622,0.04523629312528232,0.9508196721311475,0.9560185185185185
90,0.04570647933777377,0.04721433687595793,0.9590163934426229,0.9537037037037037
91,0.045519553596616316,0.04668397911023091,0.9508196721311475,0.9537037037037037
92,0.046077660562829956,0.041381389501577714,0.9426229508196722,0.9606481481481481
93,0.0455480112737028,0.048291323123694836,0.9590163934426229,0.9490740740740741
94,0.04527722960590041,0.045979607497797295,0.9508196721311475,0.9537037037037037
95,0.045197658923768355,0.0457952107837908,0.9508196721311475,0.9537037037037037
96,0.04523310043783212,0.04384513585753941,0.9508196721311475,0.9560185185185185
97,0.045081843585782835,0.04631215748815576,0.9508196721311475,0.9537037037037037
98,0.04502037849079583,0.0445941137638615,0.9508196721311475,0.9560185185185185
99,0.04500430005981113,0.043992806053743,0.9508196721311475,0.9560185185185185
100,0.04513249214276224,0.042658249566694846,0.9508196721311475,0.9583333333333334
101,0.044851665065796194,0.04658927113127512,0.9508196721311475,0.9537037037037037
102,0.04487139959598868,0.04402505399494938,0.9508196721311475,0.9537037037037037
103,0.0448500545499613,0.047759631898457965,0.9508196721311475,0.9513888888888888
104,0.04475174444489968,0.04409319626659655,0.9508196721311475,0.9560185185185185
105,0.04457193238492447,0.04571748618811586,0.9508196721311475,0.9537037037037037
106,0.04459757368020219,0.04439392179742354,0.9508196721311475,0.9560185185185185
107,0.04454918855198207,0.04450803183947279,0.9508196721311475,0.9537037037037037
108,0.044851219487704416,0.04944343429113047,0.9590163934426229,0.9467592592592593
109,0.044407668381859666,0.0449344850595378,0.9508196721311475,0.9537037037037037
110,0.044348123633116576,0.045016114639843244,0.9508196721311475,0.9537037037037037
111,0.044298025549705744,0.04597688234117095,0.9508196721311475,0.9537037037037037
112,0.044280262282431634,0.04757060651928716,0.9508196721311475,0.9537037037037037
113,0.04417166533209573,0.04558607212224017,0.9508196721311475,0.9537037037037037
114,0.04412941070811494,0.045245276832622465,0.9508196721311475,0.9537037037037037
115,0.044107708154511545,0.045125743797552166,0.9508196721311475,0.9537037037037037
116,0.04401607158399776,0.04618595961978782,0.9508196721311475,0.9537037037037037
117,0.04395163941527222,0.04660094809196526,0.9508196721311475,0.9537037037037037
118,0.044073275377706084,0.04391814222302077,0.9508196721311475,0.9560185185185185
119,0.04395321166757216,0.044465961665995465,0.9508196721311475,0.9537037037037037
120,0.04388074956278123,0.044665281719589896,0.9508196721311475,0.9537037037037037
121,0.0437674687262827,0.04604748164875728,0.9508196721311475,0.9537037037037037
122,0.04377702832531646,0.04477553140372898,0.9508196721311475,0.9537037037037037
123,0.04368472371929071,0.045588141856589534,0.9508196721311475,0.9537037037037037
124,0.043667337082826045,0.044853581520613216,0.9508196721311475,0.9537037037037037
125,0.04358420254120923,0.045259922643859904,0.9508196721311475,0.9537037037037037
126,0.04393800952714553,0.04251156861539203,0.9508196721311475,0.9560185185185185
127,0.04369971615319129,0.04350353823887075,0.9508196721311475,0.9537037037037037
128,0.0435487050094687,0.04710085066727699,0.9590163934426229,0.9490740740740741
129,0.04350409069631225,0.04772220454885588,0.9590163934426229,0.9490740740740741
130,0.04345968941665877,0.04787667441871245,0.9590163934426229,0.9490740740740741
131,0.04334005499237297,0.04535548372581352,0.9590163934426229,0.9513888888888888
132,0.04329011171437648,0.0463723982965153,0.9590163934426229,0.9513888888888888
133,0.04342698909152705,0.043887827038566814,0.9508196721311475,0.9537037037037037
134,0.04322232597072603,0.04717521382596481,0.9590163934426229,0.9490740740740741
135,0.043287122058165914,0.04852006515342922,0.9590163934426229,0.9467592592592593
136,0.04334235618515038,0.04368348667829176,0.9508196721311475,0.9537037037037037
137,0.04331794961918901,0.049112828527673985,0.9590163934426229,0.9467592592592593
138,0.04304089166135872,0.04593797066593513,0.9508196721311475,0.9537037037037037
139,0.04299036054343008,0.046475889258598746,0.9508196721311475,0.9537037037037037
140,0.04293099847527136,0.045825883945692245,0.9508196721311475,0.9537037037037037
141,0.04305734158479426,0.04838680536389933,0.9590163934426229,0.9467592592592593
142,0.04286084449373658,0.04685046843389954,0.9590163934426229,0.9513888888888888
143,0.0430892634778541,0.04937751837434922,0.9590163934426229,0.9467592592592593
144,0.042911648228015756,0.04447996530964155,0.9508196721311475,0.9537037037037037
145,0.04274355419448496,0.045613255782598366,0.9508196721311475,0.9537037037037037
146,0.04275603914388179,0.044952932324699664,0.9508196721311475,0.9537037037037037
147,0.042702909364078515,0.04737731126025831,0.9590163934426229,0.9513888888888888
148,0.04271005554732043,0.04486787834473289,0.9508196721311475,0.9537037037037037
149,0.04275912351809791,0.04403618616446606,0.9508196721311475,0.9537037037037037
150,0.04269070874318832,0.04437928900066453,0.9508196721311475,0.9537037037037037
151,0.04250538326942885,0.04684964864192366,0.9590163934426229,0.9513888888888888
152,0.042497878510875574,0.04726621552019945,0.9590163934426229,0.9490740740740741
153,0.04256058555120066,0.04456490673610438,0.9508196721311475,0.9537037037037037
154,0.04238827650359999,0.04683626806322989,0.9590163934426229,0.9513888888888888
155,0.04238969179790166,0.04534991241770571,0.9508196721311475,0.9537037037037037
156,0.042339344755881435,0.046025466676244554,0.9508196721311475,0.9537037037037037
157,0.04230122239285674,0.047210002272382576,0.9590163934426229,0.9490740740740741
158,0.0422655355929121,0.045528116318837505,0.9508196721311475,0.9537037037037037
159,0.042189614308361816,0.046481589580987005,0.9590163934426229,0.9490740740740741
160,0.042301023576168544,0.04835793359713868,0.9590163934426229,0.9444444444444444
161,0.04212769138432267,0.04644772587111312,0.9590163934426229,0.9490740740740741
162,0.0421228953168095,0.04544547252302538,0.9508196721311475,0.9537037037037037
163,0.04208236342376063,0.04660753949369889,0.9590163934426229,0.9490740740740741
164,0.04224332279733622,0.04885656842715531,0.9590163934426229,0.9444444444444444
165,0.04205298489568235,0.04766829313354687,0.9590163934426229,0.9467592592592593
166,0.042140129714789,0.043998911815597404,0.9508196721311475,0.9537037037037037
167,0.0419134696607504,0.04577096703638161,0.9590163934426229,0.9490740740740741
168,0.041890770236764165,0.0462266371732543,0.9590163934426229,0.9490740740740741
169,0.041880882081064094,0.04709942025658475,0.9590163934426229,0.9490740740740741
170,0.041905137638714694,0.04815660090910084,0.9590163934426229,0.9444444444444444
171,0.04179477388064739,0.04558414901027372,0.9508196721311475,0.9537037037037037
172,0.041828999577295516,0.04473503857737428,0.9508196721311475,0.9513888888888888
173,0.04182670954873736,0.044693469296099506,0.9508196721311475,0.9513888888888888
174,0.04167390740106397,0.046030887033463315,0.9590163934426229,0.9490740740740741
175,0.04168616868925644,0.04734834792611249,0.9590163934426229,0.9467592592592593
176,0.041667397464727966,0.04486147589794749,0.9508196721311475,0.9513888888888888
177,0.04169767320749154,0.0442068476009391,0.9508196721311475,0.9537037037037037
178,0.04155685971047952,0.04562826837125361,0.9508196721311475,0.9513888888888888
179,0.04171132392245596,0.04874643831687803,0.9590163934426229,0.9467592592592593
180,0.04168195623104467,0.04896409354477885,0.9590163934426229,0.9444444444444444
181,0.04158041403653508,0.04445552132411509,0.9508196721311475,0.9537037037037037
182,0.041445353950413585,0.04533623838429731,0.9590163934426229,0.9490740740740741
183,0.04142514009245474,0.04706048428969782,0.9590163934426229,0.9490740740740741
184,0.04136115147473122,0.04655541501011052,0.9590163934426229,0.9490740740740741
185,0.041318427468203266,0.04641940605716216,0.9590163934426229,0.9490740740740741
186,0.04130666015875128,0.045218407793804316,0.9590163934426229,0.9490740740740741
187,0.04126629228802021,0.045262558652543826,0.9590163934426229,0.9490740740740741
188,0.04122999536622558,0.0452628193160137,0.9590163934426229,0.9490740740740741
189,0.04120220020350774,0.04520816176166331,0.9590163934426229,0.9490740740740741
190,0.041137726033234685,0.04604155358704062,0.9590163934426229,0.9490740740740741
191,0.0412831190604934,0.04831098932026693,0.9590163934426229,0.9467592592592593
192,0.04110233829225422,0.04517245851116636,0.9590163934426229,0.9490740740740741
193,0.04136530902596418,0.04980254052708134,0.9672131147540983,0.9421296296296297
194,0.04114324184944503,0.04427244621388186,0.9590163934426229,0.9513888888888888
195,0.04114289062495746,0.047872290533737503,0.9590163934426229,0.9444444444444444
196,0.04100110602161372,0.04685314566563136,0.9590163934426229,0.9490740740740741
197,0.0409223278327382,0.0465694138236056,0.9590163934426229,0.9490740740740741
198,0.04089873747064925,0.04697742239694751,0.9590163934426229,0.9490740740740741
199,0.04081348407685085,0.04695225867452241,0.9590163934426229,0.9490740740740741
200,0.04097180347547596,0.04419308397136846,0.9590163934426229,0.9513888888888888
201,0.040776832362426775,0.046834638804927206,0.9590163934426229,0.9490740740740741
202,0.0409805963867233,0.043501666950902955,0.9590163934426229,0.9513888888888888
203,0.04072607722500634,0.04633921198645405,0.9590163934426229,0.9490740740740741
204,0.040692279466357395,0.04671029123249048,0.9590163934426229,0.9490740740740741
205,0.04062629164240215,0.04572339562535044,0.9590163934426229,0.9490740740740741
206,0.04060597429174893,0.04544155124871874,0.9590163934426229,0.9490740740740741
207,0.040581233941093434,0.04541228826538063,0.9590163934426229,0.9490740740740741
208,0.040606663613328015,0.04460305058694195,0.9590163934426229,0.9513888888888888
209,0.04063841207654927,0.0441868540429102,0.9508196721311475,0.9537037037037037
210,0.04088178502526643,0.042846079761779295,0.9508196721311475,0.9537037037037037
211,0.04045057045903062,0.045616770883205,0.9590163934426229,0.9490740740740741
212,0.040774874171298894,0.04958497750517488,0.9672131147540983,0.9398148148148148
213,0.04038584243878321,0.04671358796042185,0.9590163934426229,0.9490740740740741
214,0.04041262921103087,0.04715360033988468,0.9672131147540983,0.9444444444444444
